gene_symbol	passing_guides	total_guides
MBNL3	3	3
MBOAT1	2	3
MBOAT2	3	3
MBOAT4	3	3
MBOAT7	3	3
MBP	2	3
MBTD1	3	3
MBTPS1	2	3
MBTPS2	3	3
MC1R	3	3
MC2R	2	3
MC3R	2	3
MC4R	3	3
MC5R	3	3
MCAM	2	3
MCAT	3	3
MCC	3	3
MCCC1	3	3
MCCC2	3	3
MCCD1	3	3
MCEE	2	3
MCEMP1	3	3
MCF2	3	3
MCF2L	2	3
MCF2L2	2	3
MCFD2	3	3
MCHR1	1	3
MCHR2	2	3
MCIDAS	3	3
MCL1	3	3
MCM10	3	3
MCM2	3	3
MCM3	3	3
MCM3AP	3	3
MCM4	2	3
MCM5	3	3
MCM6	3	3
MCM7	2	3
MCM8	2	3
MCM9	3	3
MCMBP	3	3
MCMDC2	3	3
MCOLN1	3	3
MCOLN2	1	3
MCOLN3	0	3
MCPH1	3	3
MCRIP1	2	3
MCRIP2	2	3
MCRS1	1	3
MCTP1	3	3
MCTP2	2	3
MCTS1	2	3
MCU	2	3
MCUB	3	3
MCUR1	3	3
MDC1	3	3
MDFI	3	3
MDFIC	3	3
MDGA1	2	3
MDGA2	3	3
MDH1	3	3
MDH1B	3	3
MDH2	3	3
MDK	3	3
MDM1	2	3
MDM2	2	3
MDM4	1	3
MDN1	3	3
MDP1	3	3
ME1	2	3
ME2	3	3
ME3	2	3
MEA1	2	3
MEAF6	3	3
MECOM	3	3
MECP2	3	3
MECR	2	3
MED1	3	3
MED10	2	3
MED11	3	3
MED12	3	3
MED12L	2	3
MED13	3	3
MED13L	3	3
MED14	2	3
MED14OS	3	3
MED15	2	3
MED16	2	3
MED17	3	3
MED18	2	3
MED19	3	3
MED20	3	3
MED21	2	3
MED22	2	3
MED23	3	3
MED24	2	3
MED25	2	3
MED26	3	3
MED27	3	3
MED28	2	3
MED29	3	3
MED30	2	3
MED31	3	3
MED4	2	3
MED6	2	3
MED7	3	3
MED8	3	3
MED9	3	3
MEDAG	3	3
MEF2A	3	3
MEF2B	2	3
MEF2C	3	3
MEF2D	3	3
MEFV	3	3
MEGF10	3	3
MEGF11	3	3
MEGF6	2	3
MEGF8	3	3
MEGF9	2	3
MEI1	3	3
MEI4	3	3
MEIG1	3	3
MEIKIN	3	3
MEIOB	3	3
MEIS1	3	3
MEIS2	3	3
MEIS3	2	3
MELK	3	3
MEMO1	3	3
MEN1	3	3
MEOX1	3	3
MEOX2	3	3
MEP1A	3	3
MEP1B	3	3
MEPCE	3	3
MEPE	3	3
MERTK	3	3
MESDC1	2	3
MESDC2	3	3
MESP1	2	3
MESP2	3	3
MEST	3	3
MET	3	3
METAP1	3	3
METAP1D	3	3
METAP2	3	3
METRN	2	3
METRNL	0	3
METTL1	3	3
METTL11B	2	3
METTL12	3	3
METTL13	3	3
METTL14	3	3
METTL15	3	3
METTL16	3	3
METTL17	3	3
METTL18	3	3
METTL21A	3	3
METTL21C	2	3
METTL22	2	3
METTL23	3	3
METTL24	3	3
METTL25	3	3
METTL26	1	3
METTL27	3	3
METTL2A	2	3
METTL2B	3	3
METTL3	3	3
METTL4	2	3
METTL5	2	3
METTL6	3	3
METTL7A	3	3
METTL7B	3	3
METTL8	2	3
METTL9	3	3
MEX3A	3	3
MEX3B	2	3
MEX3C	3	3
MEX3D	2	3
MFAP1	2	3
MFAP2	1	3
MFAP3	3	3
MFAP3L	2	3
MFAP4	3	3
MFAP5	2	3
MFF	2	3
MFGE8	3	3
MFHAS1	2	3
MFN1	3	3
MFN2	3	3
MFNG	2	3
MFRP	3	3
MFSD1	2	3
MFSD10	1	3
MFSD11	3	3
MFSD12	3	3
MFSD2A	3	3
MFSD2B	3	3
MFSD3	3	3
MFSD5	2	3
MFSD6	3	3
MFSD6L	1	3
MFSD7	2	3
MFSD8	3	3
MFSD9	3	3
MGA	3	3
MGAM	2	3
MGAM2	3	3
MGARP	2	3
MGAT1	3	3
MGAT2	2	3
MGAT3	1	3
MGAT4A	2	3
MGAT4B	3	3
MGAT4C	3	3
MGAT4D	2	3
MGAT5	3	3
MGAT5B	2	3
MGEA5	3	3
MGLL	2	3
MGME1	3	3
MGMT	3	3
MGP	2	3
MGRN1	3	3
MGST1	3	3
MGST2	3	3
MGST3	2	3
MIA	3	3
MIA2	5	6
MIA3	2	3
MIB1	3	3
MIB2	3	3
MICA	1	3
MICAL1	2	3
MICAL2	2	3
MICAL3	3	3
MICALCL	3	3
MICALL1	1	3
MICALL2	3	3
MICB	3	3
MICU1	3	3
MICU2	2	3
MICU3	3	3
MID1	3	3
MID1IP1	3	3
MID2	2	3
MIDN	3	3
MIEF1	3	3
MIEF2	3	3
MIEN1	2	3
MIER1	2	3
MIER2	3	3
MIER3	3	3
MIF	3	3
MIF4GD	2	3
MIGA1	3	3
MIGA2	3	3
MIIP	2	3
MILR1	2	3
MINDY1	3	3
MINDY2	3	3
MINDY3	3	3
MINDY4	1	3
MINK1	2	3
MINOS1	3	3
MINPP1	3	3
MIOS	3	3
MIOX	3	3
MIP	3	3
MIPEP	3	3
MIPOL1	3	3
MIR1-1HG	3	3
MIR205HG	3	3
MIS12	3	3
MIS18A	3	3
MIS18BP1	2	3
MISP	3	3
MISP3	2	3
MITD1	3	3
MITF	3	3
MIXL1	3	3
MKI67	2	3
MKKS	2	3
MKL1	3	3
MKL2	3	3
MKLN1	1	3
MKNK1	3	3
MKNK2	2	3
MKRN1	3	3
MKRN2	3	3
MKRN2OS	3	3
MKRN3	3	3
MKS1	3	3
MKX	3	3
MLANA	3	3
MLC1	3	3
MLEC	2	3
MLF1	3	3
MLF2	3	3
MLH1	3	3
MLH3	1	3
MLIP	3	3
MLKL	3	3
MLLT1	2	3
MLLT10	3	3
MLLT11	2	3
MLLT3	3	3
MLLT6	1	3
MLN	3	3
MLNR	3	3
MLPH	3	3
MLST8	2	3
MLX	3	3
MLXIP	2	3
MLXIPL	3	3
MLYCD	3	3
MMAA	3	3
MMAB	3	3
MMACHC	3	3
MMADHC	3	3
MMD	2	3
MMD2	2	3
MME	2	3
MMEL1	3	3
MMGT1	3	3
MMP1	3	3
MMP10	3	3
MMP11	0	3
MMP12	3	3
MMP13	2	3
MMP14	3	3
MMP15	2	3
MMP16	2	3
MMP17	3	3
MMP19	3	3
MMP2	3	3
MMP20	3	3
MMP21	3	3
MMP23B	3	3
MMP24	2	3
MMP25	2	3
MMP26	3	3
MMP27	2	3
MMP28	2	3
MMP3	2	3
MMP7	3	3
MMP8	2	3
MMP9	3	3
MMRN1	3	3
MMRN2	3	3
MMS19	2	3
MMS22L	3	3
MN1	3	3
MNAT1	3	3
MND1	2	3
MNDA	3	3
MNS1	2	3
MNX1	3	3
MOAP1	2	3
MOB1A	2	3
MOB1B	3	3
MOB2	3	3
MOB3A	3	3
MOB3B	2	3
MOB3C	2	3
MOB4	3	3
MOBP	3	3
MOCOS	3	3
MOCS1	2	3
MOCS2	3	3
MOCS3	3	3
MOG	3	3
MOGAT1	2	3
MOGAT2	3	3
MOGAT3	3	3
MOGS	3	3
MOK	2	3
MON1A	3	3
MON1B	3	3
MON2	3	3
MORC1	2	3
MORC2	2	3
MORC3	2	3
MORC4	3	3
MORF4L1	3	3
MORF4L2	3	3
MORN1	2	3
MORN2	2	3
MORN3	1	3
MORN4	2	3
MORN5	3	3
MOS	3	3
MOSPD1	3	3
MOSPD2	3	3
MOSPD3	3	3
MOV10	3	3
MOV10L1	3	3
MOXD1	3	3
MPC1	2	3
MPC1L	2	3
MPC2	3	3
MPDU1	3	3
MPDZ	0	3
MPEG1	3	3
MPG	3	3
MPHOSPH10	2	3
MPHOSPH6	3	3
MPHOSPH8	3	3
MPHOSPH9	3	3
MPI	3	3
MPIG6B	3	3
MPL	3	3
MPLKIP	3	3
MPND	1	3
MPO	3	3
MPP1	3	3
MPP2	2	3
MPP3	2	3
MPP4	3	3
MPP5	2	3
MPP6	3	3
MPP7	2	3
MPPE1	3	3
MPPED1	2	3
MPPED2	3	3
MPRIP	2	3
MPST	3	3
MPV17	3	3
MPV17L	3	3
MPV17L2	2	3
MPZ	3	3
MPZL1	3	3
MPZL2	3	3
MPZL3	3	3
MR1	3	3
MRAP	3	3
MRAP2	2	3
MRAS	2	3
MRC1	3	3
MRC2	3	3
MRE11	3	3
MREG	1	3
MRFAP1	3	3
MRFAP1L1	3	3
MRGBP	3	3
MRGPRD	3	3
MRGPRE	3	3
MRGPRF	3	3
MRGPRG	3	3
MRGPRX1	3	3
MRGPRX2	3	3
MRGPRX3	3	3
MRGPRX4	3	3
MRI1	3	3
MRLN	3	3
MRM1	3	3
MRM2	3	3
MRM3	2	3
MRNIP	3	3
MRO	3	3
MROH1	2	3
MROH2A	3	3
MROH2B	3	3
MROH5	3	3
MROH6	1	3
MROH7	3	3
MROH8	2	3
MROH9	3	3
MRPL1	3	3
MRPL10	3	3
MRPL11	3	3
MRPL12	3	3
MRPL13	3	3
MRPL14	2	3
MRPL15	3	3
MRPL16	3	3
MRPL17	3	3
MRPL18	3	3
MRPL19	3	3
MRPL2	3	3
MRPL20	3	3
MRPL21	2	3
MRPL22	3	3
MRPL23	2	3
MRPL24	3	3
MRPL27	3	3
MRPL28	3	3
MRPL3	3	3
MRPL30	3	3
MRPL32	2	3
MRPL33	2	3
MRPL34	3	3
MRPL35	3	3
MRPL36	3	3
MRPL37	3	3
MRPL38	3	3
MRPL39	3	3
MRPL4	2	3
MRPL40	3	3
MRPL41	3	3
MRPL42	3	3
MRPL43	3	3
MRPL44	2	3
MRPL45	3	3
MRPL46	3	3
MRPL47	3	3
MRPL48	2	3
MRPL49	2	3
MRPL50	3	3
MRPL51	3	3
MRPL52	3	3
MRPL53	3	3
MRPL54	1	3
MRPL55	2	3
MRPL57	3	3
MRPL58	2	3
MRPL9	3	3
MRPS10	3	3
MRPS11	3	3
MRPS12	3	3
MRPS14	3	3
MRPS15	3	3
MRPS16	3	3
MRPS17	3	3
MRPS18A	3	3
MRPS18B	3	3
MRPS18C	3	3
MRPS2	3	3
MRPS21	3	3
MRPS22	3	3
MRPS23	3	3
MRPS24	3	3
MRPS25	3	3
MRPS26	0	3
MRPS27	2	3
MRPS28	2	3
MRPS30	3	3
MRPS31	3	3
MRPS33	3	3
MRPS34	1	3
MRPS35	3	3
MRPS36	3	3
MRPS5	2	3
MRPS7	3	3
MRPS9	2	3
MRRF	3	3
MRS2	2	3
MRTO4	3	3
MRVI1	2	3
MS4A1	3	3
MS4A10	2	3
MS4A12	3	3
MS4A13	2	3
MS4A15	3	3
MS4A18	3	3
MS4A2	3	3
MS4A3	3	3
MS4A4A	3	3
MS4A4E	3	3
MS4A5	2	3
MS4A6A	3	3
MS4A6E	3	3
MS4A7	3	3
MS4A8	3	3
MSC	2	3
MSGN1	2	3
MSH2	3	3
MSH3	2	3
MSH4	2	3
MSH5	3	3
MSH6	1	3
MSI1	1	3
MSI2	3	3
MSL1	2	3
MSL2	3	3
MSL3	3	3
MSLN	2	3
MSMB	3	3
MSMO1	3	3
MSMP	3	3
MSN	3	3
MSR1	3	3
MSRA	3	3
MSRB1	3	3
MSRB2	2	3
MSRB3	3	3
MSS51	3	3
MST1	2	3
MST1L	3	3
MST1R	3	3
MSTN	3	3
MSTO1	3	3
MSX1	2	3
MSX2	3	3
MT1A	2	3
MT1B	3	3
MT1E	3	3
MT1F	2	3
MT1G	2	3
MT1H	3	3
MT1HL1	3	3
MT1M	3	3
MT1X	3	3
MT2A	2	3
MT3	3	3
MT4	3	3
MTA1	3	3
MTA2	3	3
MTA3	3	3
MTAP	3	3
MTBP	3	3
MTCH1	2	3
MTCH2	2	3
MTCL1	3	3
MTCP1	2	3
MTDH	2	3
MTERF1	3	3
MTERF2	3	3
MTERF3	3	3
MTERF4	3	3
MTF1	2	3
MTF2	2	3
MTFMT	3	3
MTFP1	3	3
MTFR1	3	3
MTFR1L	3	3
MTFR2	3	3
MTG1	1	3
MTG2	3	3
MTHFD1	2	3
MTHFD1L	3	3
MTHFD2	2	3
MTHFD2L	3	3
MTHFR	3	3
MTHFS	3	3
MTHFSD	2	3
MTIF2	3	3
MTIF3	3	3
MTM1	3	3
MTMR1	3	3
MTMR10	2	3
MTMR11	3	3
MTMR12	2	3
MTMR14	2	3
MTMR2	1	3
MTMR3	2	3
MTMR4	3	3
MTMR6	3	3
MTMR7	3	3
MTMR8	3	3
MTMR9	3	3
MTNR1A	2	3
MTNR1B	1	3
MTO1	3	3
MTOR	3	3
MTPAP	3	3
MTPN	3	3
MTR	3	3
MTRF1	3	3
MTRF1L	3	3
MTRNR2L1	3	3
MTRNR2L10	3	3
MTRNR2L2	3	3
MTRNR2L3	3	3
MTRNR2L4	3	3
MTRNR2L5	3	3
MTRNR2L6	3	3
MTRNR2L7	3	3
MTRNR2L8	3	3
MTRNR2L9	3	3
MTRR	2	3
MTSS1	3	3
MTSS1L	3	3
MTTP	3	3
MTURN	1	3
MTUS1	3	3
MTUS2	3	3
MTX1	3	3
MTX2	3	3
MTX3	3	3
MUC1	2	3
MUC12	2	3
MUC13	1	3
MUC15	3	3
MUC16	3	3
MUC17	3	3
MUC19	3	3
MUC2	3	3
MUC20	2	3
MUC21	3	3
MUC22	2	3
MUC3A	3	3
MUC3B	3	3
MUC4	3	3
MUC5AC	3	3
MUC5B	3	3
MUC6	2	3
MUC7	3	3
MUC8	3	3
MUCL1	3	3
MUL1	3	3
MUM1	3	3
MUM1L1	3	3
MUS81	2	3
MUSK	3	3
MUSTN1	2	3
MUT	3	3
MUTYH	3	3
MVB12A	3	3
MVB12B	2	3
MVD	3	3
MVK	3	3
MVP	3	3
MX1	2	3
MX2	2	3
MXD1	3	3
MXD3	3	3
MXD4	1	3
MXI1	3	3
MXRA5	3	3
MXRA7	3	3
MXRA8	3	3
MYADM	3	3
MYADML2	3	3
MYB	1	3
MYBBP1A	2	3
MYBL1	2	3
MYBL2	3	3
MYBPC1	3	3
MYBPC2	3	3
MYBPC3	3	3
MYBPH	3	3
MYBPHL	3	3
MYC	3	3
MYCBP	3	3
MYCBP2	3	3
MYCBPAP	2	3
MYCL	2	3
MYCN	3	3
MYCT1	3	3
MYD88	1	3
MYDGF	2	3
MYEF2	3	3
MYEOV	3	3
MYF5	2	3
MYF6	3	3
MYH1	3	3
MYH10	3	3
MYH11	3	3
MYH13	3	3
MYH14	3	3
MYH15	3	3
MYH2	3	3
MYH3	2	3
MYH4	3	3
MYH6	2	3
MYH7	3	3
MYH7B	3	3
MYH8	3	3
MYH9	3	3
MYL1	2	3
MYL10	3	3
MYL12A	3	3
MYL12B	3	3
MYL2	2	3
MYL3	3	3
MYL4	3	3
MYL5	2	3
MYL6	3	3
MYL6B	3	3
MYL7	3	3
MYL9	3	3
MYLIP	3	3
MYLK	3	3
MYLK2	3	3
MYLK3	3	3
MYLK4	3	3
MYLPF	3	3
MYNN	3	3
MYO10	3	3
MYO15A	2	3
MYO15B	2	3
MYO16	1	3
MYO18A	1	3
MYO18B	2	3
MYO19	2	3
MYO1A	3	3
MYO1B	2	3
MYO1C	2	3
MYO1D	3	3
MYO1E	3	3
MYO1F	3	3
MYO1G	2	3
MYO1H	3	3
MYO3A	3	3
MYO3B	3	3
MYO5A	3	3
MYO5B	3	3
MYO5C	2	3
MYO6	2	3
MYO7A	2	3
MYO7B	3	3
MYO9A	3	3
MYO9B	3	3
MYOC	3	3
MYOCD	3	3
MYOD1	3	3
MYOF	3	3
MYOG	2	3
MYOM1	3	3
MYOM2	3	3
MYOM3	3	3
MYOT	3	3
MYOZ1	3	3
MYOZ2	3	3
MYOZ3	3	3
MYPN	2	3
MYPOP	3	3
MYRF	1	3
MYRFL	3	3
MYRIP	2	3
MYSM1	3	3
MYT1	2	3
MYT1L	3	3
MZB1	3	3
MZF1	3	3
MZT1	2	3
MZT2A	3	3
MZT2B	3	3
N4BP1	3	3
N4BP2	2	3
N4BP2L1	3	3
N4BP2L2	3	3
N4BP3	3	3
N6AMT1	2	3
NAA11	3	3
NAA15	2	3
NAA16	3	3
NAA20	3	3
NAA25	3	3
NAA30	3	3
NAA35	3	3
NAA38	1	3
NAA40	3	3
NAA50	3	3
NAA60	3	3
NAAA	3	3
NAALAD2	3	3
NAALADL1	2	3
NAALADL2	3	3
NAB1	2	3
NAB2	3	3
NABP1	3	3
NABP2	2	3
NACA	3	3
NACA2	3	3
NACAD	3	3
NACC1	3	3
NACC2	1	3
NADK	3	3
NADK2	1	3
NADSYN1	3	3
NAE1	2	3
NAF1	3	3
NAGA	3	3
NAGK	3	3
NAGLU	3	3
NAGPA	3	3
NAGS	2	3
NAIF1	0	3
NAIP	3	3
NALCN	3	3
NAMPT	3	3
NANOG	3	3
NANOGNB	2	3
NANOS1	1	3
NANOS2	2	3
NANOS3	3	3
NANP	1	3
NANS	2	3
NAP1L1	2	3
NAP1L2	3	3
NAP1L3	3	3
NAP1L4	3	3
NAP1L5	3	3
NAPA	3	3
NAPB	3	3
NAPEPLD	3	3
NAPG	3	3
NAPRT	2	3
NAPSA	3	3
NARF	3	3
NARFL	1	3
NARR	3	3
NARS	3	3
NARS2	3	3
NASP	3	3
NAT1	3	3
NAT10	3	3
NAT14	3	3
NAT16	0	3
NAT2	3	3
NAT6	3	3
NAT8	3	3
NAT8B	3	3
NAT8L	3	3
NAT9	3	3
NATD1	3	3
NAV1	3	3
NAV2	2	3
NAV3	3	3
NAXD	3	3
NAXE	3	3
NBAS	3	3
NBEA	3	3
NBEAL1	3	3
NBEAL2	3	3
NBL1	3	3
NBN	3	3
NBPF1	3	3
NBPF12	3	3
NBPF14	3	3
NBPF15	2	3
NBPF19	3	3
NBPF20	2	2
NBPF26	3	3
NBPF3	3	3
NBPF4	2	3
NBPF7	3	3
NBPF9	3	3
NBR1	3	3
NCALD	3	3
NCAM1	3	3
NCAM2	3	3
NCAN	3	3
NCAPD2	3	3
NCAPD3	3	3
NCAPG	2	3
NCAPG2	3	3
NCAPH	3	3
NCAPH2	3	3
NCBP1	2	3
NCBP2	3	3
NCCRP1	2	3
NCDN	2	3
NCEH1	3	3
NCF1	3	3
NCF2	2	3
NCF4	3	3
NCK1	2	3
NCK2	3	3
NCKAP1	2	3
NCKAP1L	3	3
NCKAP5	3	3
NCKAP5L	3	3
NCKIPSD	2	3
NCL	3	3
NCLN	2	3
NCMAP	1	3
NCOA1	3	3
NCOA2	2	3
NCOA3	1	3
NCOA4	3	3
NCOA5	2	3
NCOA6	3	3
NCOA7	3	3
NCOR1	3	3
NCOR2	1	3
NCR1	3	3
NCR2	3	3
NCR3	3	3
NCR3LG1	3	3
NCS1	2	3
NCSTN	3	3
NDC1	3	3
NDC80	3	3
NDE1	3	3
NDEL1	3	3
NDFIP1	1	3
NDFIP2	3	3
NDN	3	3
NDNF	2	3
NDOR1	3	3
NDP	3	3
NDRG1	1	3
NDRG2	3	3
NDRG3	1	3
NDRG4	3	3
NDST1	3	3
NDST2	3	3
NDST3	3	3
NDST4	2	3
NDUFA1	2	3
NDUFA10	1	3
NDUFA11	2	3
NDUFA12	3	3
NDUFA13	3	3
NDUFA2	3	3
NDUFA3	2	3
NDUFA4	3	3
NDUFA4L2	3	3
NDUFA5	3	3
NDUFA6	3	3
NDUFA7	2	3
NDUFA8	3	3
NDUFA9	3	3
NDUFAB1	2	3
NDUFAF1	2	3
NDUFAF2	3	3
NDUFAF3	3	3
NDUFAF4	3	3
NDUFAF5	3	3
NDUFAF6	3	3
NDUFAF7	3	3
NDUFAF8	3	3
NDUFB1	3	3
NDUFB10	3	3
NDUFB11	3	3
NDUFB2	2	3
NDUFB3	2	3
NDUFB4	3	3
NDUFB5	3	3
NDUFB6	2	3
NDUFB7	3	3
NDUFB8	3	3
NDUFB9	2	3
NDUFC1	3	3
NDUFC2	3	3
NDUFS1	2	3
NDUFS2	2	3
NDUFS3	3	3
NDUFS4	3	3
NDUFS5	3	3
NDUFS6	2	3
NDUFS7	2	3
NDUFS8	2	3
NDUFV1	3	3
NDUFV2	2	3
NDUFV3	2	3
NEB	3	3
NEBL	3	3
NECAB1	2	3
NECAB2	3	3
NECAB3	1	3
NECAP1	2	3
NECAP2	3	3
NEDD1	3	3
NEDD4	3	3
NEDD4L	3	3
NEDD8	2	3
NEDD9	3	3
NEFH	3	3
NEFL	0	3
NEFM	3	3
NEGR1	2	3
NEIL1	3	3
NEIL2	3	3
NEIL3	1	3
NEK1	3	3
NEK10	3	3
NEK11	2	3
NEK2	3	3
NEK3	3	3
NEK4	2	3
NEK5	2	3
NEK6	3	3
NEK7	3	3
NEK8	3	3
NEK9	3	3
NELFA	3	3
NELFB	3	3
NELFCD	2	3
NELFE	1	1
NELL1	3	3
NELL2	3	3
NEMF	3	3
NEMP1	2	3
NEMP2	2	3
NENF	1	3
NEO1	1	3
NEPRO	3	3
NES	3	3
NET1	1	3
NETO1	3	3
NETO2	3	3
NEU1	2	3
NEU2	3	3
NEU3	3	3
NEU4	3	3
NEURL1	3	3
NEURL1B	3	3
NEURL2	3	3
NEURL3	3	3
NEURL4	2	3
NEUROD1	2	3
NEUROD2	2	3
NEUROD4	3	3
NEUROD6	3	3
NEUROG1	3	3
NEUROG2	3	3
NEUROG3	2	3
NEXN	2	3
NF1	3	3
NF2	3	3
NFAM1	3	3
NFASC	3	3
NFAT5	3	3
NFATC1	3	3
NFATC2	3	3
NFATC2IP	3	3
NFATC3	2	3
NFATC4	3	3
NFE2	2	3
NFE2L1	3	3
NFE2L2	3	3
NFE2L3	3	3
NFE4	3	3
NFIA	3	3
NFIB	3	3
NFIC	2	3
NFIL3	3	3
NFIX	2	3
NFKB1	2	3
NFKB2	3	3
NFKBIA	3	3
NFKBIB	2	3
NFKBID	3	3
NFKBIE	3	3
NFKBIL1	3	3
NFKBIZ	1	3
NFRKB	3	3
NFS1	2	3
NFU1	3	3
NFX1	3	3
NFXL1	3	3
NFYA	3	3
NFYB	3	3
NFYC	3	3
NGB	1	3
NGDN	3	3
NGEF	2	3
NGF	2	3
NGFR	0	3
NGLY1	1	3
NGRN	3	3
NHEJ1	3	3
NHLH1	3	3
NHLH2	3	3
NHLRC1	2	3
NHLRC2	3	3
NHLRC3	3	3
NHLRC4	3	3
NHP2	3	3
NHS	2	3
NHSL1	3	3
NHSL2	3	3
NICN1	3	3
NID1	3	3
NID2	3	3
NIF3L1	2	3
NIFK	2	3
NIM1K	3	3
NIN	1	3
NINJ1	3	3
NINJ2	3	3
NINL	2	3
NIP7	2	3
NIPA1	2	3
NIPA2	3	3
NIPAL1	3	3
NIPAL2	2	3
NIPAL3	3	3
NIPAL4	2	3
NIPBL	3	3
NIPSNAP1	1	3
NIPSNAP2	2	3
NIPSNAP3A	2	3
NIPSNAP3B	3	3
NISCH	2	3
NIT1	3	3
NIT2	2	3
NKAIN1	3	3
NKAIN2	3	3
NKAIN3	3	3
NKAIN4	3	3
NKAP	2	3
NKAPL	3	3
NKD1	2	3
NKD2	2	3
NKG7	3	3
NKIRAS1	3	3
NKIRAS2	2	3
NKPD1	2	3
NKRF	2	3
NKTR	3	3
NKX1-1	3	3
NKX1-2	1	3
NKX2-1	3	3
NKX2-2	2	3
NKX2-3	2	3
NKX2-4	2	3
NKX2-5	3	3
NKX2-6	3	3
NKX2-8	2	3
NKX3-1	2	3
NKX3-2	2	3
NKX6-1	2	3
NKX6-2	3	3
NKX6-3	1	3
NLE1	3	3
NLGN1	2	3
NLGN2	3	3
NLGN3	3	3
NLGN4X	3	3
NLGN4Y	2	3
NLK	3	3
NLN	3	3
NLRC3	3	3
NLRC4	3	3
NLRC5	3	3
NLRP1	3	3
NLRP10	3	3
NLRP11	3	3
NLRP12	3	3
NLRP13	3	3
NLRP14	2	3
NLRP2	3	3
NLRP2B	3	3
NLRP3	3	3
NLRP4	3	3
NLRP5	1	3
NLRP6	3	3
NLRP7	3	3
NLRP8	3	3
NLRP9	3	3
NLRX1	3	3
NMB	1	3
NMBR	3	3
NMD3	3	3
NME1	3	3
NME2	2	3
NME3	3	3
NME4	3	3
NME5	3	3
NME6	3	3
NME7	3	3
NME8	3	3
NME9	3	3
NMI	3	3
NMNAT1	2	3
NMNAT2	3	3
NMNAT3	3	3
NMRAL1	3	3
NMRK1	2	3
NMRK2	3	3
NMS	3	3
NMT1	3	3
NMT2	1	3
NMU	3	3
NMUR1	3	3
NMUR2	3	3
NNAT	3	3
NNMT	3	3
NOA1	3	3
NOB1	2	3
NOBOX	2	3
NOC2L	3	3
NOC3L	3	3
NOC4L	3	3
NOD1	2	3
NOD2	2	3
NODAL	3	3
NOG	2	3
NOL10	2	3
NOL11	2	3
NOL12	3	3
NOL3	3	3
NOL4	2	3
NOL4L	2	3
NOL6	3	3
NOL7	3	3
NOL8	3	3
NOL9	3	3
NOLC1	3	3
NOM1	2	3
NOMO1	2	3
NOMO3	3	3
NONO	3	3
NOP10	3	3
NOP14	2	3
NOP16	3	3
NOP2	3	3
NOP53	3	3
NOP56	3	3
NOP58	3	3
NOP9	3	3
NOS1	3	3
NOS1AP	2	3
NOS2	3	3
NOS3	3	3
NOSIP	3	3
NOSTRIN	3	3
NOTCH1	1	3
NOTCH2	3	3
NOTCH2NL	2	3
NOTCH3	3	3
NOTCH4	3	3
NOTO	2	3
NOTUM	3	3
NOV	3	3
NOVA1	3	3
NOVA2	3	3
NOX1	3	3
NOX3	3	3
NOX4	3	3
NOX5	3	3
NOXA1	2	3
NOXO1	3	3
NOXRED1	3	3
NPAP1	3	3
NPAS1	1	3
NPAS2	3	3
NPAS3	2	3
NPAS4	2	3
NPAT	3	3
NPB	3	3
NPBWR1	2	3
NPBWR2	3	3
NPC1	3	3
NPC1L1	3	3
NPC2	3	3
NPDC1	3	3
NPEPL1	3	3
NPEPPS	3	3
NPFF	3	3
NPFFR1	3	3
NPFFR2	3	3
NPHP1	3	3
NPHP3	3	3
NPHP4	3	3
NPHS1	3	3
NPHS2	3	3
NPIPA1	3	3
NPIPA5	1	1
NPIPB15	3	3
NPIPB3	3	3
NPIPB4	2	2
NPIPB5	3	3
NPIPB6	3	3
NPIPB8	3	3
NPIPB9	3	3
NPL	3	3
NPLOC4	2	3
NPM1	2	3
NPM2	1	3
NPM3	2	3
NPPA	3	3
NPPB	3	3
NPPC	3	3
NPR1	2	3
NPR2	1	3
NPR3	3	3
NPRL2	3	3
NPRL3	3	3
NPS	3	3
NPSR1	3	3
NPTN	3	3
NPTX1	2	3
NPTX2	2	3
NPTXR	3	3
NPVF	2	3
NPW	1	3
NPY	3	3
NPY1R	2	3
NPY2R	3	3
NPY4R	1	3
NPY5R	3	3
NQO1	2	3
NQO2	2	3
NR0B1	2	3
NR0B2	3	3
NR1D1	3	3
NR1D2	3	3
NR1H2	3	3
NR1H3	3	3
NR1H4	3	3
NR1I2	3	3
NR1I3	2	3
NR2C1	3	3
NR2C2	1	3
NR2C2AP	1	3
NR2E1	3	3
NR2E3	3	3
NR2F1	3	3
NR2F2	3	3
NR2F6	2	3
NR3C1	2	3
NR3C2	3	3
NR4A1	3	3
NR4A2	3	3
NR4A3	2	3
NR5A1	3	3
NR5A2	3	3
NR6A1	3	3
NRAP	3	3
NRARP	2	3
NRAS	2	3
NRBF2	3	3
NRBP1	3	3
NRBP2	2	3
NRCAM	3	3
NRDE2	3	3
NREP	3	3
NRF1	3	3
NRG1	3	3
NRG2	2	3
NRG3	2	3
NRG4	3	3
NRGN	2	3
NRIP1	3	3
NRIP2	3	3
NRIP3	2	3
NRK	3	3
NRL	3	3
NRM	3	3
NRN1	3	3
NRN1L	3	3
NRP1	3	3
NRP2	3	3
NRROS	2	3
NRSN1	3	3
NRSN2	1	3
NRTN	3	3
NRXN1	3	3
NRXN2	3	3
NRXN3	3	3
NSA2	3	3
NSD1	3	3
NSD2	3	3
NSD3	3	3
NSDHL	3	3
NSF	3	3
